colour	x	xend	y	yend	showSelected1	showSelected2
#FC8D62	47	47	0.365965968029044	0.411989804363842	22	validation
#66C2A5	48	48	0.406361064266902	0.411989804363842	22	subtrain
#FC8D62	49	49	0.318273150600338	0.411989804363842	22	validation
#66C2A5	50	50	0.417618544460782	0.411989804363842	22	subtrain
#FC8D62	47	47	0.365965968029044	0.411989804363842	23	validation
#66C2A5	48	48	0.406361064266902	0.411989804363842	23	subtrain
#FC8D62	49	49	0.318273150600338	0.411989804363842	23	validation
#66C2A5	50	50	0.417618544460782	0.411989804363842	23	subtrain
#FC8D62	47	47	0.365965968029044	0.411989804363842	24	validation
#66C2A5	48	48	0.406361064266902	0.411989804363842	24	subtrain
#FC8D62	49	49	0.318273150600338	0.411989804363842	24	validation
#66C2A5	50	50	0.417618544460782	0.411989804363842	24	subtrain
#66C2A5	50	50	0.417618544460782	0.417618544460782	25	subtrain
